id,timestamp,alert_type,description
2486,2026-04-14 09:39:19,INCIDENT,host=10.0.121.36 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2485,2026-04-14 09:39:19,EVENT_VERDICT,verdict=suspicious | src=10.0.114.77 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2484,2026-04-14 09:39:19,INCIDENT,host=10.0.114.77 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2483,2026-04-14 09:39:19,EVENT_VERDICT,verdict=suspicious | src=10.0.113.165 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2482,2026-04-14 09:39:19,INCIDENT,host=10.0.113.165 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2481,2026-04-14 09:39:19,EVENT_VERDICT,verdict=suspicious | src=10.0.116.205 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2480,2026-04-14 09:39:18,INCIDENT,host=10.0.116.205 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2479,2026-04-14 09:39:18,EVENT_VERDICT,verdict=suspicious | src=10.0.125.174 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2478,2026-04-14 09:39:18,EVENT_VERDICT,verdict=suspicious | src=10.0.123.211 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2477,2026-04-14 09:39:18,INCIDENT,host=10.0.123.211 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2476,2026-04-14 09:39:18,EVENT_VERDICT,verdict=suspicious | src=10.0.116.137 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2475,2026-04-14 09:39:18,INCIDENT,host=10.0.116.137 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2474,2026-04-14 09:39:17,EVENT_VERDICT,verdict=suspicious | src=10.0.116.54 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2473,2026-04-14 09:39:17,INCIDENT,host=10.0.116.54 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2472,2026-04-14 09:39:17,EVENT_VERDICT,verdict=suspicious | src=23.218.81.16 | dst=10.0.124.90 | dport=30657 | reasons=признаки flood/DoS
2471,2026-04-14 09:39:17,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=23.218.81.16 | dport=80 | reasons=признаки flood/DoS
2470,2026-04-14 09:39:16,EVENT_VERDICT,verdict=suspicious | src=10.0.115.31 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2469,2026-04-14 09:39:16,INCIDENT,host=10.0.115.31 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2468,2026-04-14 09:39:16,EVENT_VERDICT,verdict=suspicious | src=10.0.114.154 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2467,2026-04-14 09:39:16,INCIDENT,host=10.0.114.154 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2466,2026-04-14 09:39:16,EVENT_VERDICT,verdict=suspicious | src=10.0.124.2 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2465,2026-04-14 09:39:16,INCIDENT,host=10.0.124.2 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2464,2026-04-14 09:39:15,EVENT_VERDICT,verdict=suspicious | src=10.0.117.117 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2463,2026-04-14 09:39:15,INCIDENT,host=10.0.117.117 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2462,2026-04-14 09:39:15,EVENT_VERDICT,verdict=suspicious | src=10.0.119.42 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2461,2026-04-14 09:39:15,INCIDENT,host=10.0.119.42 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2460,2026-04-14 09:39:15,EVENT_VERDICT,verdict=suspicious | src=10.0.118.209 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2459,2026-04-14 09:39:15,INCIDENT,host=10.0.118.209 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2458,2026-04-14 09:39:15,EVENT_VERDICT,verdict=suspicious | src=10.0.124.136 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2457,2026-04-14 09:39:15,INCIDENT,host=10.0.124.136 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2456,2026-04-14 09:39:14,EVENT_VERDICT,verdict=suspicious | src=10.0.114.167 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2455,2026-04-14 09:39:14,INCIDENT,host=10.0.114.167 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2454,2026-04-14 09:39:14,EVENT_VERDICT,verdict=suspicious | src=10.0.124.60 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2453,2026-04-14 09:39:14,INCIDENT,host=10.0.124.60 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2452,2026-04-14 09:39:14,EVENT_VERDICT,verdict=suspicious | src=10.0.120.75 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2451,2026-04-14 09:39:14,INCIDENT,host=10.0.120.75 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2450,2026-04-14 09:39:13,EVENT_VERDICT,verdict=suspicious | src=10.0.116.212 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2449,2026-04-14 09:39:13,INCIDENT,host=10.0.116.212 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2448,2026-04-14 09:39:13,EVENT_VERDICT,verdict=suspicious | src=10.0.114.168 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2447,2026-04-14 09:39:13,INCIDENT,host=10.0.114.168 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2446,2026-04-14 09:39:13,EVENT_VERDICT,verdict=suspicious | src=10.0.112.190 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2445,2026-04-14 09:39:13,INCIDENT,host=10.0.112.190 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2444,2026-04-14 09:39:13,EVENT_VERDICT,verdict=suspicious | src=10.0.124.79 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2443,2026-04-14 09:39:13,INCIDENT,host=10.0.124.79 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2442,2026-04-14 09:39:13,EVENT_VERDICT,verdict=suspicious | src=10.0.112.2 | dst=224.0.0.253 | dport=0 | reasons=признаки flood/DoS
2441,2026-04-14 09:39:13,EVENT_VERDICT,verdict=suspicious | src=10.0.119.187 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2440,2026-04-14 09:39:13,INCIDENT,host=10.0.119.187 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2439,2026-04-14 09:39:12,EVENT_VERDICT,verdict=suspicious | src=10.0.118.51 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2438,2026-04-14 09:39:12,INCIDENT,host=10.0.118.51 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2437,2026-04-14 09:39:12,EVENT_VERDICT,verdict=suspicious | src=10.0.119.110 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2436,2026-04-14 09:39:12,INCIDENT,host=10.0.119.110 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2435,2026-04-14 09:39:12,EVENT_VERDICT,verdict=suspicious | src=10.0.117.25 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2434,2026-04-14 09:39:12,INCIDENT,host=10.0.117.25 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2433,2026-04-14 09:39:12,EVENT_VERDICT,verdict=suspicious | src=10.0.123.252 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2432,2026-04-14 09:39:12,INCIDENT,host=10.0.123.252 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2431,2026-04-14 09:39:12,EVENT_VERDICT,verdict=suspicious | src=10.0.115.115 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2430,2026-04-14 09:39:12,INCIDENT,host=10.0.115.115 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2429,2026-04-14 09:39:12,EVENT_VERDICT,verdict=suspicious | src=10.0.118.89 | dst=239.255.255.250 | dport=1900 | reasons=признаки flood/DoS
2428,2026-04-14 09:39:12,INCIDENT,host=10.0.118.89 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2427,2026-04-14 09:39:11,EVENT_VERDICT,verdict=suspicious | src=10.0.116.144 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2426,2026-04-14 09:39:11,INCIDENT,host=10.0.116.144 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2425,2026-04-14 09:39:11,EVENT_VERDICT,verdict=suspicious | src=10.0.113.16 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2424,2026-04-14 09:39:11,INCIDENT,host=10.0.113.16 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2423,2026-04-14 09:39:11,EVENT_VERDICT,verdict=suspicious | src=10.0.120.30 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2422,2026-04-14 09:39:11,INCIDENT,host=10.0.120.30 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2421,2026-04-14 09:39:11,EVENT_VERDICT,verdict=suspicious | src=10.0.114.10 | dst=224.0.0.251 | dport=0 | reasons=признаки flood/DoS
2420,2026-04-14 09:39:11,INCIDENT,host=10.0.114.10 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2419,2026-04-14 09:39:10,EVENT_VERDICT,verdict=suspicious | src=10.0.124.86 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2418,2026-04-14 09:39:10,INCIDENT,host=10.0.124.86 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2417,2026-04-14 09:39:10,EVENT_VERDICT,verdict=suspicious | src=10.0.114.236 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2416,2026-04-14 09:39:10,EVENT_VERDICT,verdict=suspicious | src=10.0.119.106 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2415,2026-04-14 09:39:10,INCIDENT,host=10.0.119.106 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2414,2026-04-14 09:39:09,EVENT_VERDICT,verdict=suspicious | src=10.0.123.24 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2413,2026-04-14 09:39:09,INCIDENT,host=10.0.123.24 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2412,2026-04-14 09:39:09,EVENT_VERDICT,verdict=suspicious | src=10.0.123.43 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2411,2026-04-14 09:39:09,INCIDENT,host=10.0.123.43 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2410,2026-04-14 09:39:09,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=108.156.22.13 | dport=443 | reasons=признаки flood/DoS
2409,2026-04-14 09:39:09,EVENT_VERDICT,verdict=suspicious | src=10.0.114.215 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2408,2026-04-14 09:39:09,INCIDENT,host=10.0.114.215 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2407,2026-04-14 09:39:09,EVENT_VERDICT,verdict=suspicious | src=10.0.124.172 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2406,2026-04-14 09:39:09,INCIDENT,host=10.0.124.172 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2405,2026-04-14 09:39:09,EVENT_VERDICT,verdict=suspicious | src=10.0.114.236 | dst=224.0.0.251 | dport=0 | reasons=признаки flood/DoS
2404,2026-04-14 09:39:09,INCIDENT,host=10.0.114.236 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2403,2026-04-14 09:39:09,EVENT_VERDICT,verdict=suspicious | src=157.240.205.60 | dst=10.0.124.90 | dport=29593 | reasons=признаки flood/DoS
2402,2026-04-14 09:39:09,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=157.240.205.60 | dport=5222 | reasons=признаки flood/DoS
2401,2026-04-14 09:39:08,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=13.33.235.19 | dport=443 | reasons=признаки flood/DoS
2400,2026-04-14 09:39:08,EVENT_VERDICT,verdict=suspicious | src=10.0.124.170 | dst=224.0.0.251 | dport=0 | reasons=признаки flood/DoS
2399,2026-04-14 09:39:08,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=192.168.13.6 | dport=53 | reasons=признаки flood/DoS
2398,2026-04-14 09:39:08,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=172.64.148.235 | dport=443 | reasons=признаки flood/DoS
2397,2026-04-14 09:39:08,EVENT_VERDICT,verdict=suspicious | src=10.0.123.185 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2396,2026-04-14 09:39:08,EVENT_VERDICT,verdict=suspicious | src=10.0.124.170 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2395,2026-04-14 09:39:08,INCIDENT,host=10.0.124.170 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2394,2026-04-14 09:39:08,EVENT_VERDICT,verdict=suspicious | src=10.0.116.32 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2393,2026-04-14 09:39:08,INCIDENT,host=10.0.116.32 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2392,2026-04-14 09:39:08,EVENT_VERDICT,verdict=suspicious | src=10.0.124.29 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2391,2026-04-14 09:39:08,INCIDENT,host=10.0.124.29 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2390,2026-04-14 09:39:07,EVENT_VERDICT,verdict=suspicious | src=10.0.112.39 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2389,2026-04-14 09:39:07,INCIDENT,host=10.0.112.39 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2388,2026-04-14 09:39:07,EVENT_VERDICT,verdict=suspicious | src=10.0.119.123 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2387,2026-04-14 09:39:07,INCIDENT,host=10.0.119.123 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2386,2026-04-14 09:39:07,EVENT_VERDICT,verdict=suspicious | src=10.0.119.31 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2385,2026-04-14 09:39:07,INCIDENT,host=10.0.119.31 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2384,2026-04-14 09:39:07,EVENT_VERDICT,verdict=suspicious | src=10.0.119.10 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2383,2026-04-14 09:39:07,INCIDENT,host=10.0.119.10 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2382,2026-04-14 09:39:07,EVENT_VERDICT,verdict=suspicious | src=10.0.123.76 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2381,2026-04-14 09:39:07,INCIDENT,host=10.0.123.76 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2380,2026-04-14 09:39:07,EVENT_VERDICT,verdict=suspicious | src=10.0.123.185 | dst=224.0.0.251 | dport=0 | reasons=признаки flood/DoS
2379,2026-04-14 09:39:07,INCIDENT,host=10.0.123.185 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2378,2026-04-14 09:39:07,EVENT_VERDICT,verdict=suspicious | src=10.0.114.112 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2377,2026-04-14 09:39:07,INCIDENT,host=10.0.114.112 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2376,2026-04-14 09:39:07,EVENT_VERDICT,verdict=suspicious | src=10.0.116.143 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2375,2026-04-14 09:39:07,INCIDENT,host=10.0.116.143 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2374,2026-04-14 09:39:06,EVENT_VERDICT,verdict=suspicious | src=10.0.115.135 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2373,2026-04-14 09:39:06,INCIDENT,host=10.0.115.135 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2372,2026-04-14 09:39:06,EVENT_VERDICT,verdict=suspicious | src=10.0.118.38 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2371,2026-04-14 09:39:06,INCIDENT,host=10.0.118.38 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2370,2026-04-14 09:39:06,EVENT_VERDICT,verdict=suspicious | src=10.0.112.2 | dst=224.0.0.252 | dport=0 | reasons=признаки flood/DoS
2369,2026-04-14 09:39:06,INCIDENT,host=10.0.112.2 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2368,2026-04-14 09:39:06,EVENT_VERDICT,verdict=suspicious | src=10.0.124.52 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2367,2026-04-14 09:39:06,INCIDENT,host=10.0.124.52 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2366,2026-04-14 09:39:06,EVENT_VERDICT,verdict=suspicious | src=10.0.117.55 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2365,2026-04-14 09:39:06,INCIDENT,host=10.0.117.55 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2364,2026-04-14 09:39:05,EVENT_VERDICT,verdict=suspicious | src=10.0.112.121 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2363,2026-04-14 09:39:05,INCIDENT,host=10.0.112.121 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2362,2026-04-14 09:39:05,EVENT_VERDICT,verdict=suspicious | src=10.0.112.88 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2361,2026-04-14 09:39:05,INCIDENT,host=10.0.112.88 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2360,2026-04-14 09:39:05,EVENT_VERDICT,verdict=suspicious | src=10.0.125.174 | dst=224.0.0.252 | dport=5355 | reasons=признаки flood/DoS
2359,2026-04-14 09:39:05,INCIDENT,host=10.0.125.174 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2358,2026-04-14 09:39:05,EVENT_VERDICT,verdict=suspicious | src=10.0.123.200 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2357,2026-04-14 09:39:05,INCIDENT,host=10.0.123.200 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2356,2026-04-14 09:39:05,EVENT_VERDICT,verdict=suspicious | src=172.64.155.209 | dst=10.0.124.90 | dport=44063 | reasons=признаки flood/DoS
2355,2026-04-14 09:39:05,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=172.64.155.209 | dport=443 | reasons=признаки flood/DoS
2354,2026-04-14 09:39:05,INCIDENT,host=10.0.124.90 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2353,2026-04-14 09:39:05,EVENT_VERDICT,verdict=suspicious | src=10.0.116.113 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2352,2026-04-14 09:39:05,INCIDENT,host=10.0.116.113 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2351,2026-04-14 09:39:05,EVENT_VERDICT,verdict=suspicious | src=10.0.123.242 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2350,2026-04-14 09:39:05,INCIDENT,host=10.0.123.242 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2349,2026-04-14 09:39:05,EVENT_VERDICT,verdict=suspicious | src=10.0.124.67 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2348,2026-04-14 09:39:05,INCIDENT,host=10.0.124.67 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2347,2026-04-14 09:39:04,EVENT_VERDICT,verdict=suspicious | src=10.0.120.88 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2346,2026-04-14 09:39:04,INCIDENT,host=10.0.120.88 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2345,2026-04-14 09:39:04,EVENT_VERDICT,verdict=suspicious | src=10.0.124.171 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2344,2026-04-14 09:39:04,INCIDENT,host=10.0.124.171 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2343,2026-04-14 09:39:04,EVENT_VERDICT,verdict=suspicious | src=10.0.124.125 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2342,2026-04-14 09:39:04,INCIDENT,host=10.0.124.125 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2341,2026-04-14 09:39:04,EVENT_VERDICT,verdict=suspicious | src=10.0.124.10 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2340,2026-04-14 09:39:04,INCIDENT,host=10.0.124.10 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2339,2026-04-14 09:39:04,EVENT_VERDICT,verdict=suspicious | src=10.0.124.73 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2338,2026-04-14 09:39:04,INCIDENT,host=10.0.124.73 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2337,2026-04-14 09:39:04,EVENT_VERDICT,verdict=suspicious | src=10.0.113.180 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2336,2026-04-14 09:39:04,INCIDENT,host=10.0.113.180 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2335,2026-04-14 09:39:04,EVENT_VERDICT,verdict=suspicious | src=10.0.124.9 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2334,2026-04-14 09:39:04,INCIDENT,host=10.0.124.9 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2333,2026-04-14 09:38:27,EVENT_VERDICT,verdict=suspicious | src=10.0.123.131 | dst=239.255.255.250 | dport=1900 | reasons=признаки flood/DoS
2332,2026-04-14 09:38:27,INCIDENT,host=10.0.123.131 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2331,2026-04-14 09:38:26,EVENT_VERDICT,verdict=suspicious | src=10.0.124.90 | dst=142.251.14.94 | dport=443 | reasons=признаки flood/DoS
2330,2026-04-14 09:38:26,EVENT_VERDICT,verdict=suspicious | src=10.0.116.190 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2329,2026-04-14 09:38:26,INCIDENT,host=10.0.116.190 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2328,2026-04-14 09:38:26,EVENT_VERDICT,verdict=suspicious | src=10.0.120.82 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
2327,2026-04-14 09:38:26,INCIDENT,host=10.0.120.82 | verdict=suspicious | ioc_ip=0 | ioc_domain=0 | ml=0 | scan=0 | dos=1 | remote_ips=1 | domains=0
2326,2026-04-14 09:38:26,EVENT_VERDICT,verdict=suspicious | src=10.0.119.3 | dst=224.0.0.251 | dport=5353 | reasons=признаки flood/DoS
